Genre,Poem
Affection,"She had me in the car. I came forward like a song. We did it before temple, after temple, between prayers. The windows echoed her mantras, our cries warmed the air. Two peaks merged, then sank below the clouds.We did it before temple, after temple, between prayers. Her stomach began to show and people"
Environment,"O golden month! How high thy gold is heaped! The yellow birch-leaves shine like bright coins strung On wands; the chestnut's yellow pennons tongue To every wind its harvest challenge. Steeped In yellow, still lie fields where wheat was reaped; And yellow still the corn sheaves, stacked among The yellow gourds, which from the earth have"
Death,The obituary editor corrects 'passed away' to 'passed through'
Music,The theremin sings the ghost of a touch that never happened
Music,"The planet pulls our bodies through the year. Delivers us, headlong,into the tears in currents. The ebbs and flows of blood in chambers,bombastic and flooded with unremembered names. Neighbors bourne feet firstthrough their door arches. Down the corridors, lonesomeand lost. Their voices suture the silence behind them andthe little song pulsing its staccatocannot explain"
Environment,"Yonder to the kiosk, beside the creek, Paddle the swift caque. Thou brawny oarsman with the sunburnt cheek, Quick! for it soothes my heart to hear the Bulbul speak.Ferry me quickly to the Asian shores, Swift bending to your oars. Beneath"
Environment,Glaciers are the slow white sharks circling the poles with patient jaws
Music,The church organ exhales centuries of dust through its pipes
Death,The gravestone weathers faster than the lie of 'forever'
Death,The coffin ate your shadow and now the sun lies about noon
Environment,The river whispers its secrets to stubborn stones
Death,The hospice nurse smoothed your pillow like a bookmark
Music,"Storms are generous.                                      Something so easy to surrender to, sitting by the window, and then you step out into the garden you were so bored of,"
Sorrow,"Your toothbrush stands at attention in the holder, still waiting"
Music,"When glaciers trapped a third of Earth’s water and drained the Bering Strait, humans journeyed to this land where wind swept the steppes of snow, exposing grass that would be plucked by mammoth trunks and ground by washboard teeth. Up to thirteen feet, their tusks curved helically and would intertwine if they went"
Death,The autopsy found your heart was a library with all the books checked out
Environment,"No sun—no moon!        No morn—no noon—No dawn—        No sky—no earthly view—        No distance looking blue—No road—no street—no ""t'other side the way""—        No end to any Row—        No indications where the Crescents go—        No top to any steeple—No recognitions of familiar people—        No courtesies for showing 'em—        No knowing 'em!No traveling at all—no locomotion,No inkling of the way—no notion—        ""No"
Environment,The dandelions plant their fuzzy flags in concrete cracks
Music,"We should not have produced all this life.Let’s say I amin a state of heightened attentiveness.Is this my gift? Do I take your head in my handsand swivel it, or cast marbles around our feet, make a line I bring you behind?Now: see the man on wire, taste the papery"
Affection,"Staring at the stars, I imagine you vanished and dispersed in that unreachable clarity of light. They glisten, sharp and cold, vast distances apart yet coming to their marks the same time every night of their season.The seasons slowly move, carrying their forms— I recognize so few: Orion with his belt dominating winter, a wobbly W, the dipper’s angled box and handle, each bright dot individually jeweled there.Nothing"
Sorrow,My therapist collects my tears in beakers labeled 'progress'
Music,white-throat sparrows/full of note/netted in the eventide/voices sawing the trees/fragile little bodies/tracing frantic circlesnot understanding/what we must all come to accept/not one day
Affection,Your eyes are the only constellations I ever learned by name
Affection,Your breath writes sonnets on the back of my neck
Music,"I crawled into bed and closed my eyes and not long after heard the small hooves of the horses, the tiny ones that gallop in our dreams, or are they the dreams of our children, galloping through the black ruins. Everything we do is against the crippling light. To hear"
Sorrow,I still set the table for two out of muscle memory's cruelty
Affection,Your freckles connect into constellations only my lips can trace
Music,"As from dark orchard leaves, from quiet scripts where each shape sends its tendril reaching— circle and line, the swaddled bud, the petiolesprung, an envelope tendered."
Affection,Your voice is my personal compass in a magnetized world
Environment,"Lightning forks the sky's black cake, serving portions of electric plasma"
Environment,"Rivers tongue their way through stone, whispering obscenities to canyons"
Sorrow,I call your voicemail just to hear the robot say your name
Environment,"No sun—no moon!        No morn—no noon—No dawn—        No sky—no earthly view—        No distance looking blue—No road—no street—no ""t'other side the way""—        No end to any Row—        No indications where the Crescents go—        No top to any steeple—No recognitions of familiar people—        No courtesies for showing 'em—        No knowing 'em!No traveling at all—no locomotion,No inkling of the way—no notion—        ""No"
Death,The cancer unfolded like a black origami in your veins
